Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE,Sector,Precinct,Row_Value_ID,Year
B2,Larceny-Theft,Larceny-Theft,31,6/1/12,B,N,19276,2012
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,6/1/12,B,N,19277,2012
B2,Burglary,Burglary,6,6/1/12,B,N,19278,2012
B3,Homicide,Homicide,0,6/1/12,B,N,19279,2012
B3,Rape,Rape,0,6/1/12,B,N,19280,2012
B3,Robbery,Robbery,2,6/1/12,B,N,19281,2012
B3,Assault,Assault,3,6/1/12,B,N,19282,2012
B3,Larceny-Theft,Larceny-Theft,23,6/1/12,B,N,19283,2012
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",16,6/1/12,B,N,19284,2012
B3,Burglary,Burglary,12,6/1/12,B,N,19285,2012
J1,Homicide,Homicide,0,6/1/12,J,N,19286,2012
J1,Rape,Rape,0,6/1/12,J,N,19287,2012
J1,Robbery,Robbery,1,6/1/12,J,N,19288,2012
J1,Assault,Assault,3,6/1/12,J,N,19289,2012
J1,Larceny-Theft,Larceny-Theft,24,6/1/12,J,N,19290,2012
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,6/1/12,J,N,19291,2012
J1,Burglary,Burglary,9,6/1/12,J,N,19292,2012
J2,Homicide,Homicide,0,6/1/12,J,N,19293,2012
J2,Rape,Rape,0,6/1/12,J,N,19294,2012
J2,Robbery,Robbery,1,6/1/12,J,N,19295,2012
J2,Assault,Assault,5,6/1/12,J,N,19296,2012
J2,Larceny-Theft,Larceny-Theft,53,6/1/12,J,N,19297,2012
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,J,N,19298,2012
J2,Burglary,Burglary,10,6/1/12,J,N,19299,2012
J3,Homicide,Homicide,0,6/1/12,J,N,19300,2012
J3,Rape,Rape,0,6/1/12,J,N,19301,2012
J3,Robbery,Robbery,0,6/1/12,J,N,19302,2012
J3,Assault,Assault,-1,6/1/12,J,N,19303,2012
J3,Larceny-Theft,Larceny-Theft,31,6/1/12,J,N,19304,2012
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,6/1/12,J,N,19305,2012
J3,Burglary,Burglary,26,6/1/12,J,N,19306,2012
L1,Homicide,Homicide,0,6/1/12,L,N,19307,2012
L1,Rape,Rape,0,6/1/12,L,N,19308,2012
L1,Robbery,Robbery,2,6/1/12,L,N,19309,2012
L1,Assault,Assault,7,6/1/12,L,N,19310,2012
L1,Larceny-Theft,Larceny-Theft,34,6/1/12,L,N,19311,2012
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,6/1/12,L,N,19312,2012
L1,Burglary,Burglary,5,6/1/12,L,N,19313,2012
L2,Homicide,Homicide,0,6/1/12,L,N,19314,2012
L2,Rape,Rape,1,6/1/12,L,N,19315,2012
L2,Robbery,Robbery,2,6/1/12,L,N,19316,2012
L2,Assault,Assault,4,6/1/12,L,N,19317,2012
L2,Larceny-Theft,Larceny-Theft,31,6/1/12,L,N,19318,2012
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,L,N,19319,2012
L2,Burglary,Burglary,15,6/1/12,L,N,19320,2012
L3,Homicide,Homicide,0,6/1/12,L,N,19321,2012
L3,Rape,Rape,0,6/1/12,L,N,19322,2012
L3,Robbery,Robbery,2,6/1/12,L,N,19323,2012
L3,Assault,Assault,0,6/1/12,L,N,19324,2012
L3,Larceny-Theft,Larceny-Theft,27,6/1/12,L,N,19325,2012
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,L,N,19326,2012
L3,Burglary,Burglary,12,6/1/12,L,N,19327,2012
N1,Homicide,Homicide,0,6/1/12,N,N,19328,2012
N1,Rape,Rape,0,6/1/12,N,N,19329,2012
N1,Robbery,Robbery,1,6/1/12,N,N,19330,2012
N1,Assault,Assault,9,6/1/12,N,N,19331,2012
N1,Larceny-Theft,Larceny-Theft,47,6/1/12,N,N,19332,2012
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,N,N,19333,2012
N1,Burglary,Burglary,11,6/1/12,N,N,19334,2012
N2,Homicide,Homicide,0,6/1/12,N,N,19335,2012
N2,Rape,Rape,1,6/1/12,N,N,19336,2012
N2,Robbery,Robbery,2,6/1/12,N,N,19337,2012
N2,Assault,Assault,5,6/1/12,N,N,19338,2012
N2,Larceny-Theft,Larceny-Theft,26,6/1/12,N,N,19339,2012
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,N,N,19340,2012
N2,Burglary,Burglary,8,6/1/12,N,N,19341,2012
N3,Homicide,Homicide,0,6/1/12,N,N,19342,2012
N3,Rape,Rape,0,6/1/12,N,N,19343,2012
N3,Robbery,Robbery,3,6/1/12,N,N,19344,2012
N3,Assault,Assault,0,6/1/12,N,N,19345,2012
N3,Larceny-Theft,Larceny-Theft,33,6/1/12,N,N,19346,2012
N3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,N,N,19347,2012
N3,Burglary,Burglary,10,6/1/12,N,N,19348,2012
U1,Homicide,Homicide,0,6/1/12,U,N,19349,2012
U1,Rape,Rape,0,6/1/12,U,N,19350,2012
U1,Robbery,Robbery,1,6/1/12,U,N,19351,2012
U1,Assault,Assault,4,6/1/12,U,N,19352,2012
U1,Larceny-Theft,Larceny-Theft,35,6/1/12,U,N,19353,2012
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,U,N,19354,2012
U1,Burglary,Burglary,11,6/1/12,U,N,19355,2012
U2,Homicide,Homicide,0,6/1/12,U,N,19356,2012
U2,Rape,Rape,0,6/1/12,U,N,19357,2012
U2,Robbery,Robbery,3,6/1/12,U,N,19358,2012
U2,Assault,Assault,3,6/1/12,U,N,19359,2012
U2,Larceny-Theft,Larceny-Theft,45,6/1/12,U,N,19360,2012
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,U,N,19361,2012
U2,Burglary,Burglary,9,6/1/12,U,N,19362,2012
U3,Homicide,Homicide,0,6/1/12,U,N,19363,2012
U3,Rape,Rape,0,6/1/12,U,N,19364,2012
U3,Robbery,Robbery,5,6/1/12,U,N,19365,2012
U3,Assault,Assault,1,6/1/12,U,N,19366,2012
U3,Larceny-Theft,Larceny-Theft,20,6/1/12,U,N,19367,2012
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,6/1/12,U,N,19368,2012
U3,Burglary,Burglary,7,6/1/12,U,N,19369,2012
D1,Homicide,Homicide,0,6/1/12,D,W,19370,2012
D1,Rape,Rape,1,6/1/12,D,W,19371,2012
D1,Robbery,Robbery,3,6/1/12,D,W,19372,2012
D1,Assault,Assault,1,6/1/12,D,W,19373,2012
D1,Larceny-Theft,Larceny-Theft,61,6/1/12,D,W,19374,2012
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,6/1/12,D,W,19375,2012
D1,Burglary,Burglary,6,6/1/12,D,W,19376,2012
D2,Homicide,Homicide,0,6/1/12,D,W,19377,2012
D2,Rape,Rape,0,6/1/12,D,W,19378,2012
D2,Robbery,Robbery,3,6/1/12,D,W,19379,2012
D2,Assault,Assault,6,6/1/12,D,W,19380,2012
D2,Larceny-Theft,Larceny-Theft,37,6/1/12,D,W,19381,2012
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/12,D,W,19382,2012
D2,Burglary,Burglary,5,6/1/12,D,W,19383,2012
D3,Homicide,Homicide,0,6/1/12,D,W,19384,2012
D3,Rape,Rape,0,6/1/12,D,W,19385,2012
D3,Robbery,Robbery,5,6/1/12,D,W,19386,2012
D3,Assault,Assault,5,6/1/12,D,W,19387,2012
D3,Larceny-Theft,Larceny-Theft,38,6/1/12,D,W,19388,2012
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,D,W,19389,2012
D3,Burglary,Burglary,5,6/1/12,D,W,19390,2012
K1,Homicide,Homicide,0,6/1/12,K,W,19391,2012
K1,Rape,Rape,0,6/1/12,K,W,19392,2012
K1,Robbery,Robbery,6,6/1/12,K,W,19393,2012
K1,Assault,Assault,8,6/1/12,K,W,19394,2012
K1,Larceny-Theft,Larceny-Theft,81,6/1/12,K,W,19395,2012
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,6/1/12,K,W,19396,2012
K1,Burglary,Burglary,1,6/1/12,K,W,19397,2012
K2,Homicide,Homicide,0,6/1/12,K,W,19398,2012
K2,Rape,Rape,0,6/1/12,K,W,19399,2012
K2,Robbery,Robbery,7,6/1/12,K,W,19400,2012
K2,Assault,Assault,13,6/1/12,K,W,19401,2012
K2,Larceny-Theft,Larceny-Theft,34,6/1/12,K,W,19402,2012
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,6/1/12,K,W,19403,2012
K2,Burglary,Burglary,8,6/1/12,K,W,19404,2012
K3,Homicide,Homicide,0,6/1/12,K,W,19405,2012
K3,Rape,Rape,0,6/1/12,K,W,19406,2012
K3,Robbery,Robbery,5,6/1/12,K,W,19407,2012
K3,Assault,Assault,2,6/1/12,K,W,19408,2012
K3,Larceny-Theft,Larceny-Theft,43,6/1/12,K,W,19409,2012
K3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/12,K,W,19410,2012
K3,Burglary,Burglary,5,6/1/12,K,W,19411,2012
M1,Homicide,Homicide,0,6/1/12,M,W,19412,2012
M1,Rape,Rape,0,6/1/12,M,W,19413,2012
M1,Robbery,Robbery,2,6/1/12,M,W,19414,2012
M1,Assault,Assault,6,6/1/12,M,W,19415,2012
M1,Larceny-Theft,Larceny-Theft,25,6/1/12,M,W,19416,2012
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/12,M,W,19417,2012
M1,Burglary,Burglary,6,6/1/12,M,W,19418,2012
M2,Homicide,Homicide,0,6/1/12,M,W,19419,2012
M2,Rape,Rape,0,6/1/12,M,W,19420,2012
M2,Robbery,Robbery,9,6/1/12,M,W,19421,2012
M2,Assault,Assault,10,6/1/12,M,W,19422,2012
M2,Larceny-Theft,Larceny-Theft,85,6/1/12,M,W,19423,2012
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,M,W,19424,2012
M2,Burglary,Burglary,4,6/1/12,M,W,19425,2012
M3,Homicide,Homicide,0,6/1/12,M,W,19426,2012
M3,Rape,Rape,1,6/1/12,M,W,19427,2012
M3,Robbery,Robbery,1,6/1/12,M,W,19428,2012
M3,Assault,Assault,7,6/1/12,M,W,19429,2012
M3,Larceny-Theft,Larceny-Theft,62,6/1/12,M,W,19430,2012
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,6/1/12,M,W,19431,2012
M3,Burglary,Burglary,1,6/1/12,M,W,19432,2012
Q1,Homicide,Homicide,0,6/1/12,Q,W,19433,2012
Q1,Rape,Rape,0,6/1/12,Q,W,19434,2012
Q1,Robbery,Robbery,0,6/1/12,Q,W,19435,2012
Q1,Assault,Assault,2,6/1/12,Q,W,19436,2012
Q1,Larceny-Theft,Larceny-Theft,31,6/1/12,Q,W,19437,2012
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,Q,W,19438,2012
Q1,Burglary,Burglary,9,6/1/12,Q,W,19439,2012
Q2,Homicide,Homicide,0,6/1/12,Q,W,19440,2012
Q2,Rape,Rape,0,6/1/12,Q,W,19441,2012
Q2,Robbery,Robbery,1,6/1/12,Q,W,19442,2012
Q2,Assault,Assault,2,6/1/12,Q,W,19443,2012
Q2,Larceny-Theft,Larceny-Theft,27,6/1/12,Q,W,19444,2012
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,Q,W,19445,2012
Q2,Burglary,Burglary,21,6/1/12,Q,W,19446,2012
Q3,Homicide,Homicide,0,6/1/12,Q,W,19447,2012
Q3,Rape,Rape,0,6/1/12,Q,W,19448,2012
Q3,Robbery,Robbery,0,6/1/12,Q,W,19449,2012
Q3,Assault,Assault,1,6/1/12,Q,W,19450,2012
Q3,Larceny-Theft,Larceny-Theft,18,6/1/12,Q,W,19451,2012
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,Q,W,19452,2012
Q3,Burglary,Burglary,3,6/1/12,Q,W,19453,2012
C1,Homicide,Homicide,0,6/1/12,C,E,19454,2012
C1,Rape,Rape,0,6/1/12,C,E,19455,2012
C1,Robbery,Robbery,0,6/1/12,C,E,19456,2012
C1,Assault,Assault,0,6/1/12,C,E,19457,2012
C1,Larceny-Theft,Larceny-Theft,15,6/1/12,C,E,19458,2012
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,C,E,19459,2012
C1,Burglary,Burglary,15,6/1/12,C,E,19460,2012
C2,Homicide,Homicide,0,6/1/12,C,E,19461,2012
C2,Rape,Rape,0,6/1/12,C,E,19462,2012
C2,Robbery,Robbery,4,6/1/12,C,E,19463,2012
C2,Assault,Assault,3,6/1/12,C,E,19464,2012
C2,Larceny-Theft,Larceny-Theft,28,6/1/12,C,E,19465,2012
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,C,E,19466,2012
C2,Burglary,Burglary,35,6/1/12,C,E,19467,2012
C3,Homicide,Homicide,0,6/1/12,C,E,19468,2012
C3,Rape,Rape,0,6/1/12,C,E,19469,2012
C3,Robbery,Robbery,3,6/1/12,C,E,19470,2012
C3,Assault,Assault,1,6/1/12,C,E,19471,2012
C3,Larceny-Theft,Larceny-Theft,15,6/1/12,C,E,19472,2012
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,6/1/12,C,E,19473,2012
C3,Burglary,Burglary,9,6/1/12,C,E,19474,2012
E1,Homicide,Homicide,0,6/1/12,E,E,19475,2012
E1,Rape,Rape,0,6/1/12,E,E,19476,2012
E1,Robbery,Robbery,4,6/1/12,E,E,19477,2012
E1,Assault,Assault,3,6/1/12,E,E,19478,2012
E1,Larceny-Theft,Larceny-Theft,26,6/1/12,E,E,19479,2012
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,E,E,19480,2012
E1,Burglary,Burglary,14,6/1/12,E,E,19481,2012
E2,Homicide,Homicide,0,6/1/12,E,E,19482,2012
E2,Rape,Rape,0,6/1/12,E,E,19483,2012
E2,Robbery,Robbery,4,6/1/12,E,E,19484,2012
E2,Assault,Assault,4,6/1/12,E,E,19485,2012
E2,Larceny-Theft,Larceny-Theft,66,6/1/12,E,E,19486,2012
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/12,E,E,19487,2012
E2,Burglary,Burglary,8,6/1/12,E,E,19488,2012
E3,Homicide,Homicide,0,6/1/12,E,E,19489,2012
E3,Rape,Rape,0,6/1/12,E,E,19490,2012
E3,Robbery,Robbery,1,6/1/12,E,E,19491,2012
E3,Assault,Assault,3,6/1/12,E,E,19492,2012
E3,Larceny-Theft,Larceny-Theft,22,6/1/12,E,E,19493,2012
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,6/1/12,E,E,19494,2012
E3,Burglary,Burglary,5,6/1/12,E,E,19495,2012
G1,Homicide,Homicide,0,6/1/12,G,E,19496,2012
G1,Rape,Rape,0,6/1/12,G,E,19497,2012
G1,Robbery,Robbery,5,6/1/12,G,E,19498,2012
G1,Assault,Assault,3,6/1/12,G,E,19499,2012
G1,Larceny-Theft,Larceny-Theft,19,6/1/12,G,E,19500,2012
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,G,E,19501,2012
G1,Burglary,Burglary,3,6/1/12,G,E,19502,2012
G2,Homicide,Homicide,0,6/1/12,G,E,19503,2012
G2,Rape,Rape,0,6/1/12,G,E,19504,2012
G2,Robbery,Robbery,1,6/1/12,G,E,19505,2012
G2,Assault,Assault,5,6/1/12,G,E,19506,2012
G2,Larceny-Theft,Larceny-Theft,35,6/1/12,G,E,19507,2012
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,G,E,19508,2012
G2,Burglary,Burglary,8,6/1/12,G,E,19509,2012
G3,Homicide,Homicide,0,6/1/12,G,E,19510,2012
G3,Rape,Rape,0,6/1/12,G,E,19511,2012
G3,Robbery,Robbery,1,6/1/12,G,E,19512,2012
G3,Assault,Assault,4,6/1/12,G,E,19513,2012
G3,Larceny-Theft,Larceny-Theft,18,6/1/12,G,E,19514,2012
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/12,G,E,19515,2012
G3,Burglary,Burglary,5,6/1/12,G,E,19516,2012
O1,Homicide,Homicide,0,6/1/12,O,SE,19517,2012
O1,Rape,Rape,0,6/1/12,O,SE,19518,2012
O1,Robbery,Robbery,2,6/1/12,O,SE,19519,2012
O1,Assault,Assault,5,6/1/12,O,SE,19520,2012
O1,Larceny-Theft,Larceny-Theft,33,6/1/12,O,SE,19521,2012
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,O,SE,19522,2012
O1,Burglary,Burglary,1,6/1/12,O,SE,19523,2012
O2,Homicide,Homicide,0,6/1/12,O,SE,19524,2012
O2,Rape,Rape,0,6/1/12,O,SE,19525,2012
O2,Robbery,Robbery,2,6/1/12,O,SE,19526,2012
O2,Assault,Assault,3,6/1/12,O,SE,19527,2012
O2,Larceny-Theft,Larceny-Theft,25,6/1/12,O,SE,19528,2012
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,6/1/12,O,SE,19529,2012
O2,Burglary,Burglary,7,6/1/12,O,SE,19530,2012
O3,Homicide,Homicide,0,6/1/12,O,SE,19531,2012
O3,Rape,Rape,0,6/1/12,O,SE,19532,2012
O3,Robbery,Robbery,1,6/1/12,O,SE,19533,2012
O3,Assault,Assault,5,6/1/12,O,SE,19534,2012
O3,Larceny-Theft,Larceny-Theft,19,6/1/12,O,SE,19535,2012
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,O,SE,19536,2012
O3,Burglary,Burglary,13,6/1/12,O,SE,19537,2012
R1,Homicide,Homicide,0,6/1/12,R,SE,19538,2012
R1,Rape,Rape,0,6/1/12,R,SE,19539,2012
R1,Robbery,Robbery,1,6/1/12,R,SE,19540,2012
R1,Assault,Assault,2,6/1/12,R,SE,19541,2012
R1,Larceny-Theft,Larceny-Theft,23,6/1/12,R,SE,19542,2012
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/12,R,SE,19543,2012
R1,Burglary,Burglary,14,6/1/12,R,SE,19544,2012
R2,Homicide,Homicide,0,6/1/12,R,SE,19545,2012
R2,Rape,Rape,0,6/1/12,R,SE,19546,2012
R2,Robbery,Robbery,3,6/1/12,R,SE,19547,2012
R2,Assault,Assault,5,6/1/12,R,SE,19548,2012
R2,Larceny-Theft,Larceny-Theft,17,6/1/12,R,SE,19549,2012
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,R,SE,19550,2012
R2,Burglary,Burglary,16,6/1/12,R,SE,19551,2012
R3,Homicide,Homicide,0,6/1/12,R,SE,19552,2012
R3,Rape,Rape,0,6/1/12,R,SE,19553,2012
R3,Robbery,Robbery,4,6/1/12,R,SE,19554,2012
R3,Assault,Assault,3,6/1/12,R,SE,19555,2012
R3,Larceny-Theft,Larceny-Theft,23,6/1/12,R,SE,19556,2012
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,R,SE,19557,2012
R3,Burglary,Burglary,22,6/1/12,R,SE,19558,2012
S1,Homicide,Homicide,0,6/1/12,S,SE,19559,2012
S1,Rape,Rape,0,6/1/12,S,SE,19560,2012
S1,Robbery,Robbery,1,6/1/12,S,SE,19561,2012
S1,Assault,Assault,5,6/1/12,S,SE,19562,2012
S1,Larceny-Theft,Larceny-Theft,16,6/1/12,S,SE,19563,2012
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,6/1/12,S,SE,19564,2012
S1,Burglary,Burglary,8,6/1/12,S,SE,19565,2012
S2,Homicide,Homicide,0,6/1/12,S,SE,19566,2012
S2,Rape,Rape,0,6/1/12,S,SE,19567,2012
S2,Robbery,Robbery,5,6/1/12,S,SE,19568,2012
S2,Assault,Assault,8,6/1/12,S,SE,19569,2012
S2,Larceny-Theft,Larceny-Theft,14,6/1/12,S,SE,19570,2012
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,6/1/12,S,SE,19571,2012
S2,Burglary,Burglary,9,6/1/12,S,SE,19572,2012
S3,Homicide,Homicide,0,6/1/12,S,SE,19573,2012
S3,Rape,Rape,0,6/1/12,S,SE,19574,2012
S3,Robbery,Robbery,6,6/1/12,S,SE,19575,2012
S3,Assault,Assault,8,6/1/12,S,SE,19576,2012
S3,Larceny-Theft,Larceny-Theft,20,6/1/12,S,SE,19577,2012
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,S,SE,19578,2012
S3,Burglary,Burglary,16,6/1/12,S,SE,19579,2012
F1,Homicide,Homicide,0,6/1/12,F,SW,19580,2012
F1,Rape,Rape,0,6/1/12,F,SW,19581,2012
F1,Robbery,Robbery,3,6/1/12,F,SW,19582,2012
F1,Assault,Assault,7,6/1/12,F,SW,19583,2012
F1,Larceny-Theft,Larceny-Theft,25,6/1/12,F,SW,19584,2012
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,F,SW,19585,2012
F1,Burglary,Burglary,6,6/1/12,F,SW,19586,2012
F2,Homicide,Homicide,0,6/1/12,F,SW,19587,2012
F2,Rape,Rape,1,6/1/12,F,SW,19588,2012
F2,Robbery,Robbery,2,6/1/12,F,SW,19589,2012
F2,Assault,Assault,2,6/1/12,F,SW,19590,2012
F2,Larceny-Theft,Larceny-Theft,20,6/1/12,F,SW,19591,2012
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,6/1/12,F,SW,19592,2012
F2,Burglary,Burglary,16,6/1/12,F,SW,19593,2012
F3,Homicide,Homicide,0,6/1/12,F,SW,19594,2012
F3,Rape,Rape,0,6/1/12,F,SW,19595,2012
F3,Robbery,Robbery,3,6/1/12,F,SW,19596,2012
F3,Assault,Assault,5,6/1/12,F,SW,19597,2012
F3,Larceny-Theft,Larceny-Theft,16,6/1/12,F,SW,19598,2012
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,6/1/12,F,SW,19599,2012
F3,Burglary,Burglary,8,6/1/12,F,SW,19600,2012
W1,Homicide,Homicide,0,6/1/12,W,SW,19601,2012
W1,Rape,Rape,0,6/1/12,W,SW,19602,2012
W1,Robbery,Robbery,1,6/1/12,W,SW,19603,2012
W1,Assault,Assault,1,6/1/12,W,SW,19604,2012
W1,Larceny-Theft,Larceny-Theft,20,6/1/12,W,SW,19605,2012
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,6/1/12,W,SW,19606,2012
W1,Burglary,Burglary,4,6/1/12,W,SW,19607,2012
W2,Homicide,Homicide,0,6/1/12,W,SW,19608,2012
W2,Rape,Rape,0,6/1/12,W,SW,19609,2012
W2,Robbery,Robbery,0,6/1/12,W,SW,19610,2012
W2,Assault,Assault,6,6/1/12,W,SW,19611,2012
W2,Larceny-Theft,Larceny-Theft,27,6/1/12,W,SW,19612,2012
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,6/1/12,W,SW,19613,2012
W2,Burglary,Burglary,8,6/1/12,W,SW,19614,2012
W3,Homicide,Homicide,0,6/1/12,W,SW,19615,2012
W3,Rape,Rape,0,6/1/12,W,SW,19616,2012
W3,Robbery,Robbery,1,6/1/12,W,SW,19617,2012
W3,Assault,Assault,2,6/1/12,W,SW,19618,2012
W3,Larceny-Theft,Larceny-Theft,33,6/1/12,W,SW,19619,2012
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,6/1/12,W,SW,19620,2012
W3,Burglary,Burglary,13,6/1/12,W,SW,19621,2012
B1,Homicide,Homicide,0,7/1/12,B,N,19622,2012
B1,Rape,Rape,0,7/1/12,B,N,19623,2012
B1,Robbery,Robbery,0,7/1/12,B,N,19624,2012
B1,Assault,Assault,3,7/1/12,B,N,19625,2012
B1,Larceny-Theft,Larceny-Theft,32,7/1/12,B,N,19626,2012
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,7/1/12,B,N,19627,2012
B1,Burglary,Burglary,10,7/1/12,B,N,19628,2012
B2,Homicide,Homicide,0,7/1/12,B,N,19629,2012
B2,Rape,Rape,0,7/1/12,B,N,19630,2012
B2,Robbery,Robbery,2,7/1/12,B,N,19631,2012
B2,Assault,Assault,1,7/1/12,B,N,19632,2012
B2,Larceny-Theft,Larceny-Theft,36,7/1/12,B,N,19633,2012
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,7/1/12,B,N,19634,2012
B2,Burglary,Burglary,9,7/1/12,B,N,19635,2012
B3,Homicide,Homicide,0,7/1/12,B,N,19636,2012
B3,Rape,Rape,0,7/1/12,B,N,19637,2012
B3,Robbery,Robbery,2,7/1/12,B,N,19638,2012
B3,Assault,Assault,3,7/1/12,B,N,19639,2012
B3,Larceny-Theft,Larceny-Theft,49,7/1/12,B,N,19640,2012
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",15,7/1/12,B,N,19641,2012
B3,Burglary,Burglary,18,7/1/12,B,N,19642,2012
J1,Homicide,Homicide,0,7/1/12,J,N,19643,2012
J1,Rape,Rape,0,7/1/12,J,N,19644,2012
J1,Robbery,Robbery,1,7/1/12,J,N,19645,2012
J1,Assault,Assault,2,7/1/12,J,N,19646,2012
J1,Larceny-Theft,Larceny-Theft,41,7/1/12,J,N,19647,2012
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,7/1/12,J,N,19648,2012
J1,Burglary,Burglary,7,7/1/12,J,N,19649,2012
