Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE,Sector,Precinct,Row_Value_ID,Year
J2,Rape,Rape,0,2/1/08,J,N,387,2008
J2,Robbery,Robbery,2,2/1/08,J,N,388,2008
J2,Assault,Assault,2,2/1/08,J,N,389,2008
J2,Larceny-Theft,Larceny-Theft,49,2/1/08,J,N,390,2008
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",16,2/1/08,J,N,391,2008
J2,Burglary,Burglary,14,2/1/08,J,N,392,2008
J3,Homicide,Homicide,0,2/1/08,J,N,393,2008
J3,Rape,Rape,0,2/1/08,J,N,394,2008
J3,Robbery,Robbery,2,2/1/08,J,N,395,2008
J3,Assault,Assault,3,2/1/08,J,N,396,2008
J3,Larceny-Theft,Larceny-Theft,32,2/1/08,J,N,397,2008
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",21,2/1/08,J,N,398,2008
J3,Burglary,Burglary,16,2/1/08,J,N,399,2008
L1,Homicide,Homicide,0,2/1/08,L,N,400,2008
L1,Rape,Rape,0,2/1/08,L,N,401,2008
L1,Robbery,Robbery,3,2/1/08,L,N,402,2008
L1,Assault,Assault,4,2/1/08,L,N,403,2008
L1,Larceny-Theft,Larceny-Theft,32,2/1/08,L,N,404,2008
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,2/1/08,L,N,405,2008
L1,Burglary,Burglary,9,2/1/08,L,N,406,2008
L2,Homicide,Homicide,0,2/1/08,L,N,407,2008
L2,Rape,Rape,1,2/1/08,L,N,408,2008
L2,Robbery,Robbery,1,2/1/08,L,N,409,2008
L2,Assault,Assault,3,2/1/08,L,N,410,2008
L2,Larceny-Theft,Larceny-Theft,34,2/1/08,L,N,411,2008
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,2/1/08,L,N,412,2008
L2,Burglary,Burglary,9,2/1/08,L,N,413,2008
L3,Homicide,Homicide,0,2/1/08,L,N,414,2008
L3,Rape,Rape,0,2/1/08,L,N,415,2008
L3,Robbery,Robbery,1,2/1/08,L,N,416,2008
L3,Assault,Assault,1,2/1/08,L,N,417,2008
L3,Larceny-Theft,Larceny-Theft,27,2/1/08,L,N,418,2008
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,L,N,419,2008
L3,Burglary,Burglary,17,2/1/08,L,N,420,2008
N1,Homicide,Homicide,0,2/1/08,N,N,421,2008
N1,Rape,Rape,0,2/1/08,N,N,422,2008
N1,Robbery,Robbery,0,2/1/08,N,N,423,2008
N1,Assault,Assault,3,2/1/08,N,N,424,2008
N1,Larceny-Theft,Larceny-Theft,32,2/1/08,N,N,425,2008
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,2/1/08,N,N,426,2008
N1,Burglary,Burglary,11,2/1/08,N,N,427,2008
N2,Homicide,Homicide,1,2/1/08,N,N,428,2008
N2,Rape,Rape,0,2/1/08,N,N,429,2008
N2,Robbery,Robbery,3,2/1/08,N,N,430,2008
N2,Assault,Assault,3,2/1/08,N,N,431,2008
N2,Larceny-Theft,Larceny-Theft,12,2/1/08,N,N,432,2008
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,2/1/08,N,N,433,2008
N2,Burglary,Burglary,8,2/1/08,N,N,434,2008
N3,Homicide,Homicide,0,2/1/08,N,N,435,2008
N3,Rape,Rape,0,2/1/08,N,N,436,2008
N3,Robbery,Robbery,3,2/1/08,N,N,437,2008
N3,Assault,Assault,2,2/1/08,N,N,438,2008
N3,Larceny-Theft,Larceny-Theft,66,2/1/08,N,N,439,2008
N3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",12,2/1/08,N,N,440,2008
N3,Burglary,Burglary,3,2/1/08,N,N,441,2008
U1,Homicide,Homicide,0,2/1/08,U,N,442,2008
U1,Rape,Rape,0,2/1/08,U,N,443,2008
U1,Robbery,Robbery,1,2/1/08,U,N,444,2008
U1,Assault,Assault,1,2/1/08,U,N,445,2008
U1,Larceny-Theft,Larceny-Theft,26,2/1/08,U,N,446,2008
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",12,2/1/08,U,N,447,2008
U1,Burglary,Burglary,13,2/1/08,U,N,448,2008
U2,Homicide,Homicide,0,2/1/08,U,N,449,2008
U2,Rape,Rape,1,2/1/08,U,N,450,2008
U2,Robbery,Robbery,3,2/1/08,U,N,451,2008
U2,Assault,Assault,4,2/1/08,U,N,452,2008
U2,Larceny-Theft,Larceny-Theft,43,2/1/08,U,N,453,2008
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,2/1/08,U,N,454,2008
U2,Burglary,Burglary,12,2/1/08,U,N,455,2008
U3,Homicide,Homicide,0,2/1/08,U,N,456,2008
U3,Rape,Rape,0,2/1/08,U,N,457,2008
U3,Robbery,Robbery,5,2/1/08,U,N,458,2008
U3,Assault,Assault,4,2/1/08,U,N,459,2008
U3,Larceny-Theft,Larceny-Theft,28,2/1/08,U,N,460,2008
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,2/1/08,U,N,461,2008
U3,Burglary,Burglary,5,2/1/08,U,N,462,2008
D1,Homicide,Homicide,0,2/1/08,D,W,463,2008
D1,Rape,Rape,0,2/1/08,D,W,464,2008
D1,Robbery,Robbery,0,2/1/08,D,W,465,2008
D1,Assault,Assault,2,2/1/08,D,W,466,2008
D1,Larceny-Theft,Larceny-Theft,77,2/1/08,D,W,467,2008
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,2/1/08,D,W,468,2008
D1,Burglary,Burglary,9,2/1/08,D,W,469,2008
D2,Homicide,Homicide,0,2/1/08,D,W,470,2008
D2,Rape,Rape,0,2/1/08,D,W,471,2008
D2,Robbery,Robbery,2,2/1/08,D,W,472,2008
D2,Assault,Assault,2,2/1/08,D,W,473,2008
D2,Larceny-Theft,Larceny-Theft,36,2/1/08,D,W,474,2008
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,2/1/08,D,W,475,2008
D2,Burglary,Burglary,4,2/1/08,D,W,476,2008
D3,Homicide,Homicide,0,2/1/08,D,W,477,2008
D3,Rape,Rape,1,2/1/08,D,W,478,2008
D3,Robbery,Robbery,1,2/1/08,D,W,479,2008
D3,Assault,Assault,3,2/1/08,D,W,480,2008
D3,Larceny-Theft,Larceny-Theft,44,2/1/08,D,W,481,2008
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,D,W,482,2008
D3,Burglary,Burglary,5,2/1/08,D,W,483,2008
K1,Homicide,Homicide,0,2/1/08,K,W,484,2008
K1,Rape,Rape,0,2/1/08,K,W,485,2008
K1,Robbery,Robbery,5,2/1/08,K,W,486,2008
K1,Assault,Assault,3,2/1/08,K,W,487,2008
K1,Larceny-Theft,Larceny-Theft,55,2/1/08,K,W,488,2008
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,2/1/08,K,W,489,2008
K1,Burglary,Burglary,1,2/1/08,K,W,490,2008
K2,Homicide,Homicide,0,2/1/08,K,W,491,2008
K2,Rape,Rape,0,2/1/08,K,W,492,2008
K2,Robbery,Robbery,5,2/1/08,K,W,493,2008
K2,Assault,Assault,6,2/1/08,K,W,494,2008
K2,Larceny-Theft,Larceny-Theft,50,2/1/08,K,W,495,2008
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,2/1/08,K,W,496,2008
K2,Burglary,Burglary,0,2/1/08,K,W,497,2008
K3,Homicide,Homicide,0,2/1/08,K,W,498,2008
K3,Rape,Rape,0,2/1/08,K,W,499,2008
K3,Robbery,Robbery,4,2/1/08,K,W,500,2008
K3,Assault,Assault,5,2/1/08,K,W,501,2008
K3,Larceny-Theft,Larceny-Theft,44,2/1/08,K,W,502,2008
K3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,2/1/08,K,W,503,2008
K3,Burglary,Burglary,7,2/1/08,K,W,504,2008
M1,Homicide,Homicide,0,2/1/08,M,W,505,2008
M1,Rape,Rape,0,2/1/08,M,W,506,2008
M1,Robbery,Robbery,0,2/1/08,M,W,507,2008
M1,Assault,Assault,3,2/1/08,M,W,508,2008
M1,Larceny-Theft,Larceny-Theft,28,2/1/08,M,W,509,2008
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,M,W,510,2008
M1,Burglary,Burglary,11,2/1/08,M,W,511,2008
M2,Homicide,Homicide,0,2/1/08,M,W,512,2008
M2,Rape,Rape,0,2/1/08,M,W,513,2008
M2,Robbery,Robbery,2,2/1/08,M,W,514,2008
M2,Assault,Assault,4,2/1/08,M,W,515,2008
M2,Larceny-Theft,Larceny-Theft,72,2/1/08,M,W,516,2008
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,2/1/08,M,W,517,2008
M2,Burglary,Burglary,7,2/1/08,M,W,518,2008
M3,Homicide,Homicide,0,2/1/08,M,W,519,2008
M3,Rape,Rape,0,2/1/08,M,W,520,2008
M3,Robbery,Robbery,1,2/1/08,M,W,521,2008
M3,Assault,Assault,3,2/1/08,M,W,522,2008
M3,Larceny-Theft,Larceny-Theft,50,2/1/08,M,W,523,2008
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,M,W,524,2008
M3,Burglary,Burglary,5,2/1/08,M,W,525,2008
Q1,Homicide,Homicide,0,2/1/08,Q,W,526,2008
Q1,Rape,Rape,0,2/1/08,Q,W,527,2008
Q1,Robbery,Robbery,0,2/1/08,Q,W,528,2008
Q1,Assault,Assault,3,2/1/08,Q,W,529,2008
Q1,Larceny-Theft,Larceny-Theft,13,2/1/08,Q,W,530,2008
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,2/1/08,Q,W,531,2008
Q1,Burglary,Burglary,5,2/1/08,Q,W,532,2008
Q2,Homicide,Homicide,0,2/1/08,Q,W,533,2008
Q2,Rape,Rape,0,2/1/08,Q,W,534,2008
Q2,Robbery,Robbery,1,2/1/08,Q,W,535,2008
Q2,Assault,Assault,0,2/1/08,Q,W,536,2008
Q2,Larceny-Theft,Larceny-Theft,21,2/1/08,Q,W,537,2008
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",14,2/1/08,Q,W,538,2008
Q2,Burglary,Burglary,10,2/1/08,Q,W,539,2008
Q3,Homicide,Homicide,0,2/1/08,Q,W,540,2008
Q3,Rape,Rape,0,2/1/08,Q,W,541,2008
Q3,Robbery,Robbery,0,2/1/08,Q,W,542,2008
Q3,Assault,Assault,1,2/1/08,Q,W,543,2008
Q3,Larceny-Theft,Larceny-Theft,36,2/1/08,Q,W,544,2008
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",14,2/1/08,Q,W,545,2008
Q3,Burglary,Burglary,7,2/1/08,Q,W,546,2008
C1,Homicide,Homicide,0,2/1/08,C,E,547,2008
C1,Rape,Rape,0,2/1/08,C,E,548,2008
C1,Robbery,Robbery,0,2/1/08,C,E,549,2008
C1,Assault,Assault,2,2/1/08,C,E,550,2008
C1,Larceny-Theft,Larceny-Theft,19,2/1/08,C,E,551,2008
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",12,2/1/08,C,E,552,2008
C1,Burglary,Burglary,2,2/1/08,C,E,553,2008
C2,Homicide,Homicide,0,2/1/08,C,E,554,2008
C2,Rape,Rape,0,2/1/08,C,E,555,2008
C2,Robbery,Robbery,3,2/1/08,C,E,556,2008
C2,Assault,Assault,3,2/1/08,C,E,557,2008
C2,Larceny-Theft,Larceny-Theft,10,2/1/08,C,E,558,2008
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,2/1/08,C,E,559,2008
C2,Burglary,Burglary,5,2/1/08,C,E,560,2008
C3,Homicide,Homicide,0,2/1/08,C,E,561,2008
C3,Rape,Rape,0,2/1/08,C,E,562,2008
C3,Robbery,Robbery,1,2/1/08,C,E,563,2008
C3,Assault,Assault,0,2/1/08,C,E,564,2008
C3,Larceny-Theft,Larceny-Theft,22,2/1/08,C,E,565,2008
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,2/1/08,C,E,566,2008
C3,Burglary,Burglary,12,2/1/08,C,E,567,2008
E1,Homicide,Homicide,0,2/1/08,E,E,568,2008
E1,Rape,Rape,0,2/1/08,E,E,569,2008
E1,Robbery,Robbery,2,2/1/08,E,E,570,2008
E1,Assault,Assault,5,2/1/08,E,E,571,2008
E1,Larceny-Theft,Larceny-Theft,19,2/1/08,E,E,572,2008
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,2/1/08,E,E,573,2008
E1,Burglary,Burglary,3,2/1/08,E,E,574,2008
E2,Homicide,Homicide,0,2/1/08,E,E,575,2008
E2,Rape,Rape,0,2/1/08,E,E,576,2008
E2,Robbery,Robbery,3,2/1/08,E,E,577,2008
E2,Assault,Assault,10,2/1/08,E,E,578,2008
E2,Larceny-Theft,Larceny-Theft,37,2/1/08,E,E,579,2008
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,2/1/08,E,E,580,2008
E2,Burglary,Burglary,7,2/1/08,E,E,581,2008
E3,Homicide,Homicide,0,2/1/08,E,E,582,2008
E3,Rape,Rape,0,2/1/08,E,E,583,2008
E3,Robbery,Robbery,5,2/1/08,E,E,584,2008
E3,Assault,Assault,1,2/1/08,E,E,585,2008
E3,Larceny-Theft,Larceny-Theft,29,2/1/08,E,E,586,2008
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,2/1/08,E,E,587,2008
E3,Burglary,Burglary,2,2/1/08,E,E,588,2008
G1,Homicide,Homicide,0,2/1/08,G,E,589,2008
G1,Rape,Rape,0,2/1/08,G,E,590,2008
G1,Robbery,Robbery,0,2/1/08,G,E,591,2008
G1,Assault,Assault,1,2/1/08,G,E,592,2008
G1,Larceny-Theft,Larceny-Theft,9,2/1/08,G,E,593,2008
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,2/1/08,G,E,594,2008
G1,Burglary,Burglary,5,2/1/08,G,E,595,2008
G2,Homicide,Homicide,0,2/1/08,G,E,596,2008
G2,Rape,Rape,0,2/1/08,G,E,597,2008
G2,Robbery,Robbery,0,2/1/08,G,E,598,2008
G2,Assault,Assault,1,2/1/08,G,E,599,2008
G2,Larceny-Theft,Larceny-Theft,50,2/1/08,G,E,600,2008
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,2/1/08,G,E,601,2008
G2,Burglary,Burglary,6,2/1/08,G,E,602,2008
G3,Homicide,Homicide,0,2/1/08,G,E,603,2008
G3,Rape,Rape,0,2/1/08,G,E,604,2008
G3,Robbery,Robbery,0,2/1/08,G,E,605,2008
G3,Assault,Assault,1,2/1/08,G,E,606,2008
G3,Larceny-Theft,Larceny-Theft,26,2/1/08,G,E,607,2008
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,2/1/08,G,E,608,2008
G3,Burglary,Burglary,7,2/1/08,G,E,609,2008
O1,Homicide,Homicide,0,2/1/08,O,SE,610,2008
O1,Rape,Rape,0,2/1/08,O,SE,611,2008
O1,Robbery,Robbery,3,2/1/08,O,SE,612,2008
O1,Assault,Assault,4,2/1/08,O,SE,613,2008
O1,Larceny-Theft,Larceny-Theft,34,2/1/08,O,SE,614,2008
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,2/1/08,O,SE,615,2008
O1,Burglary,Burglary,6,2/1/08,O,SE,616,2008
O2,Homicide,Homicide,0,2/1/08,O,SE,617,2008
O2,Rape,Rape,0,2/1/08,O,SE,618,2008
O2,Robbery,Robbery,1,2/1/08,O,SE,619,2008
O2,Assault,Assault,1,2/1/08,O,SE,620,2008
O2,Larceny-Theft,Larceny-Theft,11,2/1/08,O,SE,621,2008
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,O,SE,622,2008
O2,Burglary,Burglary,9,2/1/08,O,SE,623,2008
O3,Homicide,Homicide,0,2/1/08,O,SE,624,2008
O3,Rape,Rape,0,2/1/08,O,SE,625,2008
O3,Robbery,Robbery,0,2/1/08,O,SE,626,2008
O3,Assault,Assault,4,2/1/08,O,SE,627,2008
O3,Larceny-Theft,Larceny-Theft,13,2/1/08,O,SE,628,2008
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,2/1/08,O,SE,629,2008
O3,Burglary,Burglary,9,2/1/08,O,SE,630,2008
R1,Homicide,Homicide,0,2/1/08,R,SE,631,2008
R1,Rape,Rape,0,2/1/08,R,SE,632,2008
R1,Robbery,Robbery,3,2/1/08,R,SE,633,2008
R1,Assault,Assault,3,2/1/08,R,SE,634,2008
R1,Larceny-Theft,Larceny-Theft,27,2/1/08,R,SE,635,2008
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,2/1/08,R,SE,636,2008
R1,Burglary,Burglary,4,2/1/08,R,SE,637,2008
R2,Homicide,Homicide,0,2/1/08,R,SE,638,2008
R2,Rape,Rape,0,2/1/08,R,SE,639,2008
R2,Robbery,Robbery,1,2/1/08,R,SE,640,2008
R2,Assault,Assault,0,2/1/08,R,SE,641,2008
R2,Larceny-Theft,Larceny-Theft,19,2/1/08,R,SE,642,2008
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,2/1/08,R,SE,643,2008
R2,Burglary,Burglary,16,2/1/08,R,SE,644,2008
R3,Homicide,Homicide,0,2/1/08,R,SE,645,2008
R3,Rape,Rape,0,2/1/08,R,SE,646,2008
R3,Robbery,Robbery,4,2/1/08,R,SE,647,2008
R3,Assault,Assault,5,2/1/08,R,SE,648,2008
R3,Larceny-Theft,Larceny-Theft,27,2/1/08,R,SE,649,2008
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,2/1/08,R,SE,650,2008
R3,Burglary,Burglary,9,2/1/08,R,SE,651,2008
S1,Homicide,Homicide,0,2/1/08,S,SE,652,2008
S1,Rape,Rape,0,2/1/08,S,SE,653,2008
S1,Robbery,Robbery,2,2/1/08,S,SE,654,2008
S1,Assault,Assault,1,2/1/08,S,SE,655,2008
S1,Larceny-Theft,Larceny-Theft,23,2/1/08,S,SE,656,2008
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,2/1/08,S,SE,657,2008
S1,Burglary,Burglary,11,2/1/08,S,SE,658,2008
S2,Homicide,Homicide,0,2/1/08,S,SE,659,2008
S2,Rape,Rape,1,2/1/08,S,SE,660,2008
S2,Robbery,Robbery,1,2/1/08,S,SE,661,2008
S2,Assault,Assault,6,2/1/08,S,SE,662,2008
S2,Larceny-Theft,Larceny-Theft,10,2/1/08,S,SE,663,2008
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,2/1/08,S,SE,664,2008
S2,Burglary,Burglary,9,2/1/08,S,SE,665,2008
S3,Homicide,Homicide,1,2/1/08,S,SE,666,2008
S3,Rape,Rape,0,2/1/08,S,SE,667,2008
S3,Robbery,Robbery,4,2/1/08,S,SE,668,2008
S3,Assault,Assault,2,2/1/08,S,SE,669,2008
S3,Larceny-Theft,Larceny-Theft,22,2/1/08,S,SE,670,2008
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,2/1/08,S,SE,671,2008
S3,Burglary,Burglary,11,2/1/08,S,SE,672,2008
F1,Homicide,Homicide,0,2/1/08,F,SW,673,2008
F1,Rape,Rape,0,2/1/08,F,SW,674,2008
F1,Robbery,Robbery,4,2/1/08,F,SW,675,2008
F1,Assault,Assault,2,2/1/08,F,SW,676,2008
F1,Larceny-Theft,Larceny-Theft,11,2/1/08,F,SW,677,2008
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,2/1/08,F,SW,678,2008
F1,Burglary,Burglary,5,2/1/08,F,SW,679,2008
F2,Homicide,Homicide,0,2/1/08,F,SW,680,2008
F2,Rape,Rape,0,2/1/08,F,SW,681,2008
F2,Robbery,Robbery,2,2/1/08,F,SW,682,2008
F2,Assault,Assault,4,2/1/08,F,SW,683,2008
F2,Larceny-Theft,Larceny-Theft,18,2/1/08,F,SW,684,2008
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,2/1/08,F,SW,685,2008
F2,Burglary,Burglary,9,2/1/08,F,SW,686,2008
F3,Homicide,Homicide,0,2/1/08,F,SW,687,2008
F3,Rape,Rape,0,2/1/08,F,SW,688,2008
F3,Robbery,Robbery,0,2/1/08,F,SW,689,2008
F3,Assault,Assault,0,2/1/08,F,SW,690,2008
F3,Larceny-Theft,Larceny-Theft,20,2/1/08,F,SW,691,2008
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,2/1/08,F,SW,692,2008
F3,Burglary,Burglary,5,2/1/08,F,SW,693,2008
W1,Homicide,Homicide,0,2/1/08,W,SW,694,2008
W1,Rape,Rape,0,2/1/08,W,SW,695,2008
W1,Robbery,Robbery,0,2/1/08,W,SW,696,2008
W1,Assault,Assault,0,2/1/08,W,SW,697,2008
W1,Larceny-Theft,Larceny-Theft,21,2/1/08,W,SW,698,2008
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,2/1/08,W,SW,699,2008
W1,Burglary,Burglary,2,2/1/08,W,SW,700,2008
W2,Homicide,Homicide,0,2/1/08,W,SW,701,2008
W2,Rape,Rape,0,2/1/08,W,SW,702,2008
W2,Robbery,Robbery,5,2/1/08,W,SW,703,2008
W2,Assault,Assault,1,2/1/08,W,SW,704,2008
W2,Larceny-Theft,Larceny-Theft,36,2/1/08,W,SW,705,2008
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,2/1/08,W,SW,706,2008
W2,Burglary,Burglary,11,2/1/08,W,SW,707,2008
W3,Homicide,Homicide,0,2/1/08,W,SW,708,2008
W3,Rape,Rape,1,2/1/08,W,SW,709,2008
W3,Robbery,Robbery,1,2/1/08,W,SW,710,2008
W3,Assault,Assault,0,2/1/08,W,SW,711,2008
W3,Larceny-Theft,Larceny-Theft,16,2/1/08,W,SW,712,2008
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,2/1/08,W,SW,713,2008
W3,Burglary,Burglary,7,2/1/08,W,SW,714,2008
B1,Homicide,Homicide,0,3/1/08,B,N,715,2008
B1,Rape,Rape,0,3/1/08,B,N,716,2008
B1,Robbery,Robbery,1,3/1/08,B,N,717,2008
B1,Assault,Assault,1,3/1/08,B,N,718,2008
B1,Larceny-Theft,Larceny-Theft,39,3/1/08,B,N,719,2008
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,3/1/08,B,N,720,2008
B1,Burglary,Burglary,14,3/1/08,B,N,721,2008
B2,Homicide,Homicide,0,3/1/08,B,N,722,2008
B2,Rape,Rape,0,3/1/08,B,N,723,2008
B2,Robbery,Robbery,0,3/1/08,B,N,724,2008
B2,Assault,Assault,0,3/1/08,B,N,725,2008
B2,Larceny-Theft,Larceny-Theft,38,3/1/08,B,N,726,2008
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,3/1/08,B,N,727,2008
B2,Burglary,Burglary,9,3/1/08,B,N,728,2008
B3,Homicide,Homicide,0,3/1/08,B,N,729,2008
B3,Rape,Rape,1,3/1/08,B,N,730,2008
B3,Robbery,Robbery,1,3/1/08,B,N,731,2008
B3,Assault,Assault,0,3/1/08,B,N,732,2008
B3,Larceny-Theft,Larceny-Theft,57,3/1/08,B,N,733,2008
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,3/1/08,B,N,734,2008
B3,Burglary,Burglary,9,3/1/08,B,N,735,2008
J1,Homicide,Homicide,0,3/1/08,J,N,736,2008
J1,Rape,Rape,0,3/1/08,J,N,737,2008
J1,Robbery,Robbery,0,3/1/08,J,N,738,2008
J1,Assault,Assault,1,3/1/08,J,N,739,2008
J1,Larceny-Theft,Larceny-Theft,30,3/1/08,J,N,740,2008
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,3/1/08,J,N,741,2008
J1,Burglary,Burglary,11,3/1/08,J,N,742,2008
J2,Homicide,Homicide,1,3/1/08,J,N,743,2008
J2,Rape,Rape,0,3/1/08,J,N,744,2008
J2,Robbery,Robbery,2,3/1/08,J,N,745,2008
J2,Assault,Assault,1,3/1/08,J,N,746,2008
J2,Larceny-Theft,Larceny-Theft,85,3/1/08,J,N,747,2008
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,3/1/08,J,N,748,2008
J2,Burglary,Burglary,10,3/1/08,J,N,749,2008
J3,Homicide,Homicide,0,3/1/08,J,N,750,2008
J3,Rape,Rape,0,3/1/08,J,N,751,2008
J3,Robbery,Robbery,1,3/1/08,J,N,752,2008
J3,Assault,Assault,1,3/1/08,J,N,753,2008
J3,Larceny-Theft,Larceny-Theft,36,3/1/08,J,N,754,2008
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,3/1/08,J,N,755,2008
J3,Burglary,Burglary,11,3/1/08,J,N,756,2008
L1,Homicide,Homicide,0,3/1/08,L,N,757,2008
L1,Rape,Rape,0,3/1/08,L,N,758,2008
L1,Robbery,Robbery,0,3/1/08,L,N,759,2008
L1,Assault,Assault,1,3/1/08,L,N,760,2008
L1,Larceny-Theft,Larceny-Theft,37,3/1/08,L,N,761,2008
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,3/1/08,L,N,762,2008
L1,Burglary,Burglary,6,3/1/08,L,N,763,2008
L2,Homicide,Homicide,0,3/1/08,L,N,764,2008
L2,Rape,Rape,0,3/1/08,L,N,765,2008
L2,Robbery,Robbery,1,3/1/08,L,N,766,2008
L2,Assault,Assault,5,3/1/08,L,N,767,2008
L2,Larceny-Theft,Larceny-Theft,27,3/1/08,L,N,768,2008
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,3/1/08,L,N,769,2008
L2,Burglary,Burglary,10,3/1/08,L,N,770,2008
L3,Homicide,Homicide,0,3/1/08,L,N,771,2008
L3,Rape,Rape,0,3/1/08,L,N,772,2008
